SchoolCode,SchoolName,SchoolType,Suburb,StateCode,Postcode,Longitude,Latitude,SchoolAddress,SchoolID
"8265","Adelaide International School","High/Secondary Schools","Adelaide","SA","5000",138.604156,-34.923053,"4th floor  Renaissance Centre, 127 Rundle Mall",7550
"8267","Mount Carmel College","High/Secondary Schools","Rosewater","SA","5013",138.521627,-34.856121,"33 Newcastle Street",7553
"8282","Nazareth Cath Coll Secondary Camp","High/Secondary Schools","Flinders Park","SA","5025",138.546642,-34.913657,"1 Hartley Road",7572
"8283","Our Lady of the Sacred Heart College","High/Secondary Schools","Enfield","SA","5085",138.603592,-34.873131,"496 Regency Road",7574
"8299","Trinity College Senior School","High/Secondary Schools","Evanston South","SA","5116",138.732586,-34.633164,"Alexander Avenue",7589
"8300","Specialised Assistance Schl for Yth","High/Secondary Schools","Adelaide","SA","5000",138.60329371,-34.92517541,"30 Chesser Street",7591
"8336","Mary MacKillop College","High/Secondary Schools","Kensington","SA","5068",138.642907,-34.923504,"10-14 High Street",7616
"8372","Samaritan College - St John's Campus","High/Secondary Schools","Whyalla","SA","5600",137.552749,-33.023215,"70 Gowrie Avenue",7648
"8404","Thomas More College","High/Secondary Schools","Salisbury Downs","SA","5108",138.631454,-34.78016,"23 Amsterdam Crescent",7687
"8499","Xavier College","High/Secondary Schools","Gawler Belt","SA","5118",138.734222,-34.575307,"Kentish Road",7814
"8501","Endeavour College","High/Secondary Schools","Mawson Lakes","SA","5095",138.620344,-34.812632,"85 Mawson Lakes Blvd",7819
"9076","St Patrick's Tech College Nthn Adel","High/Secondary Schools","Edinburgh North","SA","5113",138.66426026,-34.71102723,"2-6 Hooke Road",8137
"9077","Marcellin Technical College","High/Secondary Schools","Christie Downs","SA","5164",138.492045,-35.137915,"Cnr Mander and Beach Roads",8138
"9154","Flexible Accredited Meaningful Educ","High/Secondary Schools","Christie Downs","SA","5164",138.488448,-35.136115,"13-17 McKinna Road",8171
"2600","Kaurna Plains CC","Community Managed CCCs","Elizabeth","SA","5112",138.664564,-34.725712,"85 Ridley Road",3622
"2602","Mawson Lakes Parkway Child Care Ctr","Community Managed CCCs","Mawson Lakes","SA","5095",138.620237,-34.815508,"5 Park Way",3624
"2603","Mawson Lakes Garden Terrace CCC","Community Managed CCCs","Mawson Lakes","SA","5095",138.613958,-34.809165,"12-28 Garden Terrace",3625
"2637","Nuriootpa Comm Chn's Ctr CC","Community Managed CCCs","Nuriootpa","SA","5355",138.997679,-34.47155,"14 Park Avenue",3661
"2678","Two Wells Community Children's Ct CC","Community Managed CCCs","Two Wells","SA","5501",138.5182945,-34.59241062,"27A Gawler Road",3710
"2706","Kadina Child Care Centre","Community Managed CCCs","Kadina","SA","5554",137.713271,-33.960677,"19 Doswell Terrace",3733
"2707","St Francis Community Ch Ctr","Community Managed CCCs","Paralowie","SA","5108",138.612791,-34.745296,"306 Waterloo Corner Road",3736
"2708","The Pines Community Children's Ctr","Community Managed CCCs","Parafield Gardens","SA","5107",138.608621,-34.773,"14 Hemming Street",3739
"2709","Salisbury Campus Child Care Centre","Community Managed CCCs","Salisbury East","SA","5109",138.66705,-34.772963,"31-41 Birch Avenue",3741
"2711","Oasis Community Children's Centre","Community Managed CCCs","Salisbury","SA","5108",138.648008,-34.764749,"27 Ann Street",3745
"2728","Hillbank Community Children's Centre","Community Managed CCCs","Hillbank","SA","5112",138.684466,-34.731487,"Penarth Court",3753
"2730","Pooraka Community Child Care Centre","Community Managed CCCs","Pooraka","SA","5095",138.614458,-34.83401,"23-27 South Terrace",3756
"2736","Gawler Community Child Care Centre","Community Managed CCCs","Gawler East","SA","5118",138.761499,-34.597278,"Finch Road",3758
"3002","Strathalbyn Children's Centre","Community Managed CCCs","Strathalbyn","SA","5255",138.905539,-35.259013,"1A Burkett Drive",3938
"3642","Fleurieu Occasional Comm Chn's Ctr","Community Managed CCCs","Noarlunga Centre","SA","5168",138.498835,-35.139675,"Alexander Kelly Drive",4370
"3658","Seaford District Comm Chn's Ctr Inc","Community Managed CCCs","Seaford","SA","5169",138.481438,-35.185808,"600 Grand Boulevard",4379
"3704","Camden Community Child Care","Community Managed CCCs","Camden Park","SA","5038",138.539041,-34.971376,"7 Carlisle Street",4422
"3705","Victor Harbor Child Care Centre","Community Managed CCCs","Victor Harbor","SA","5211",138.606072,-35.561788,"Bay Road",4423
"3707","Reynella Community Children's Centre","Community Managed CCCs","Reynella","SA","5161",138.536406,-35.100471,"65 Concord Drive",4425
"3710","Warradale Community CC - Warradale","Community Managed CCCs","Warradale","SA","5046",138.539449,-35.003877,"362 Morphett Road",4429
"3711","Lady Gowrie Child Centre Inc","Community Managed CCCs","Thebarton","SA","5031",138.572709,-34.918095,"39A Dew Street",4430
"3715","Yankalilla Community Chn Ctr CC","Community Managed CCCs","Yankalilla","SA","5203",138.332073,-35.453957,"208-210 Main South Road",4433
"3716","Aberfoyle Hub Comm Children's Centre","Community Managed CCCs","Aberfoyle Park","SA","5159",138.591192,-35.073607,"34 Taylors Road West",4435
"3717","Noarlunga CCC - Windsong Court","Community Managed CCCs","Morphett Vale","SA","5162",138.510869,-35.136759,"5 Windsong Court",4438
"3731","Noarlunga CCC - Alexander Kelly Dr","Community Managed CCCs","Noarlunga Centre","SA","5168",138.498835,-35.139675,"Alexander Kelly Drive",4452
"3735","Lady Gowrie CCC Underdale Campus","Community Managed CCCs","Underdale","SA","5032",138.546688,-34.917284,"10 Arthur Lemon Drive",4455
"3737","Diagonal Road Community CCC","Community Managed CCCs","Sturt","SA","5047",138.550339,-35.019598,"326-328 Diagonal Road",4458
"3742","Happy Valley Comm Children's Centre","Community Managed CCCs","Happy Valley","SA","5159",138.564392,-35.087308,"Linda Street",4462
"3745","Aldinga Community Children's Centre","Community Managed CCCs","Aldinga Beach","SA","5173",138.452876,-35.273947,"63 Butterworth Road",4466
"3749","Emu Community Children's Centre Inc","Community Managed CCCs","Morphett Vale","SA","5162",138.530543,-35.126354,"52 Wheatsheaf Road",4469
"3752","Warradale Community CC - Park Holme","Community Managed CCCs","Park Holme","SA","5043",138.556385,-34.991108,"1A Duncan Avenue",4471
"3753","Hallett Cove Comm Chns Centre Inc","Community Managed CCCs","Hallett Cove","SA","5158",138.517379,-35.075935,"5 Ramrod Avenue",4472
"3999","Flinders University CCC","Community Managed CCCs","Bedford Park","SA","5042",138.57363,-35.024752,"Sturt Drive",4652
"4044","Waite Campus Children's Centre","Community Managed CCCs","Urrbrae","SA","5064",138.631211,-34.967461,"Entry 6 Waite Road",4689
"4108","Kesters Road Child Care Centre","Community Managed CCCs","Para Hills West","SA","5096",138.644564,-34.804362,"67 Kesters Road",4732
"4117","Parkside Community Child Care Centre","Community Managed CCCs","Parkside","SA","5063",138.612828,-34.943945,"110 Young Street",4742
"4204","Open Arms Community Child Care Ctr","Community Managed CCCs","Birdwood","SA","5234",138.951999,-34.8205683,"1070 Torrens Valley Road",4842
"4701","Adelaide Eastern Comm Childcare Ctr","Community Managed CCCs","Rose Park","SA","5067",138.625796,-34.93019,"22 Watson Avenue",5339
"4703","Flinders University Sturt Campus CCC","Community Managed CCCs","Bedford Park","SA","5042",138.57363,-35.024752,"Sturt Drive",5342
"4707","Community CCC Flinders Medical Ctr","Community Managed CCCs","Bedford Park","SA","5042",138.568997,-35.022072,"Pediatric Unit, Flinders Medical Centre, Flinders Drive",5345
"4710","Mount Barker Community CCC","Community Managed CCCs","Mount Barker","SA","5251",138.868013,-35.080105,"Bartram Street",5349
"4719","Modbury Community Children's Centre","Community Managed CCCs","Modbury","SA","5092",138.698046,-34.832106,"118A Smart Road",5360
"4720","Goodwood Community Child Care Centre","Community Managed CCCs","Goodwood","SA","5034",138.590591,-34.951416,"31 Rosa Street",5362
"4722","Golden Grove Homestead Comm Chn Ctr","Community Managed CCCs","Golden Grove","SA","5125",138.695296,-34.795942,"1 Erudite Court",5364
"4723","Mount Barker Family House Occ Care","Community Managed CCCs","Mount Barker","SA","5251",138.85872,-35.080433,"31 Princes Road",5366
"4725","Campbelltown Comm Children's Ctr CC","Community Managed CCCs","Newton","SA","5074",138.677366,-34.887647,"163A Montacute Road",5368
"4732","Unley Community Childcare Centre","Community Managed CCCs","Unley","SA","5061",138.60294,-34.950141,"42 Arthur Street",5377
"4733","Tilbrook Child Care Centre Inc","Community Managed CCCs","Goodwood","SA","5034",138.587999,-34.951696,"56 Hampton Street",5379
"4737","Conyngham Street Comm Children's Ctr","Community Managed CCCs","Glenside","SA","5065",138.634415,-34.943764,"34 Conyngham Street",5384
"4738","Lurra Community Children's Centre","Community Managed CCCs","Modbury","SA","5092",138.679197,-34.833177,"85 Capulet Crescent",5385
"4744","Stirling Community Early Learn Cent","Community Managed CCCs","Stirling","SA","5152",138.723348,-35.013812,"39 Pine Street",5395
"4751","St Morris Community CCC","Community Managed CCCs","St Morris","SA","5068",138.651462,-34.909169,"64 Gage Street",5401
"4752","Surrey Downs Comm Children's Centre","Community Managed CCCs","Surrey Downs","SA","5126",138.710895,-34.801596,"76 Illyarrie Avenue",5402
"4756","Blackwood Community CCC","Community Managed CCCs","Blackwood","SA","5051",138.615301,-35.022366,"5 Brighton Parade",5408
"4759","Magill Campus & Comm Children's Ctr","Community Managed CCCs","Magill","SA","5072",138.67384,-34.908478,"14-16 Bundey Street",5411
"4766","Torrens Valley Children's Centre CC","Community Managed CCCs","Gumeracha","SA","5233",138.885704,-34.823745,"John Fisher Avenue",5418
"4769","Margaret Ives Children's Centre CC","Community Managed CCCs","Norwood","SA","5067",138.633451,-34.916785,"19 Edward Street",5421
"5304","Mount Gambier Child Care Centre","Community Managed CCCs","Mount Gambier","SA","5290",140.76136,-37.821363,"3 Derrington Street",5823
"5306","Naracoorte Child Day Care Centre","Community Managed CCCs","Naracoorte","SA","5271",140.736259,-36.952013,"39 Park Terrace",5826
"5307","Murray Bridge Comm Children's Ctr","Community Managed CCCs","Murray Bridge","SA","5253",139.272445,-35.118481,"Mannum Road",5827
"5600","Halifax St Children's Centre CC","Community Managed CCCs","Adelaide","SA","5000",138.611348,-34.932613,"257 Halifax Street",6190
"5603","Grey Ward Children's Centre CC","Community Managed CCCs","Adelaide","SA","5000",138.590579,-34.932226,"253-257 Wright Street",6192
"5627","Kangaroo Island CSC Child Care","Community Managed CCCs","Kingscote","SA","5223",137.635304,-35.649958,"50 Buller Street",6218
"5702","The Queen Elizabeth Hosp Comm CCC","Community Managed CCCs","Woodville","SA","5011",138.532436,-34.88264,"37 Woodville Road",6293
"5706","Camden Park Child Care Centre","Community Managed CCCs","Camden Park","SA","5038",138.538995,-34.970754,"13-15 Carlisle Street",6296
"5713","MacKinnon Parade Children's Centre","Community Managed CCCs","North Adelaide","SA","5006",138.603755,-34.911277,"148 MacKinnon Parade",6300
"5720","Adelaide Campus Children's Ctr","Community Managed CCCs","University of Adelaide","SA","5005",138.603022,-34.918547,"via Gate 13 Kintore Ave",6303
"5727","Stepping Stone RAH Childcare & EDC","Community Managed CCCs","Adelaide","SA","5000",138.608645,-34.919706,"Residential Wing, North Terrace",6312
"5729","Brompton Children's Centre Inc","Community Managed CCCs","Brompton","SA","5007",138.579755,-34.895533,"1 Wattle Street",6313
"5731","Seaton Community Children's Centre","Community Managed CCCs","Seaton","SA","5023",138.508298,-34.885089,"37 Glenburnie Street",6316
"5736","North East Community Children's Ctr","Community Managed CCCs","Hillcrest","SA","5086",138.652033,-34.859163,"1A Gilles Cresent",6324
"5737","City Comm Chn's Ctr - Norman St Cps","Community Managed CCCs","Adelaide","SA","5000",138.597784,-34.932666,"32 Norman Street",6326
"5738","Kate Cocks Child Care Centre","Community Managed CCCs","Hove","SA","5048",138.517192,-35.009849,"33 Hulbert Street",6328
"5739","Glenelg Community Child Care Centre","Community Managed CCCs","Glenelg North","SA","5045",138.520738,-34.968997,"28 Kibby Avenue",6330
"5740","City Comm Chn's Ctr - Gilbert St Cps","Community Managed CCCs","Adelaide","SA","5000",138.596504,-34.934198,"104 Gilbert Street",6332
"5742","Kura Yerlo Children's Centre","Community Managed CCCs","Largs Bay","SA","5016",138.487352,-34.824447,"208 Lady Gowrie Drive",6334
"5743","Kidman Park Community CCC","Community Managed CCCs","Kidman Park","SA","5025",138.524781,-34.910715,"2 Francis Street",6336
"5745","Prospect Community Child Care Centre","Community Managed CCCs","Prospect","SA","5082",138.590556,-34.885275,"32 Olive Street",6340
"5747","Christian Brother's College Comm CC","Community Managed CCCs","Adelaide","SA","5000",138.615727,-34.929731,"178 East Terrace",6341
"5748","Le Fevre Community Children's Centre","Community Managed CCCs","Taperoo","SA","5017",138.500223,-34.808223,"5 Voules Street",6343
"5984","Keith War Memorial Comm Ctr Kgn CC","Community Managed CCCs","Keith","SA","5267",140.351118,-36.098183,"Anzac Terrace",6436
"5993","Jamestown Comm Children's Ctr CC","Community Managed CCCs","Jamestown","SA","5491",138.609566,-33.204904,"Humphris Terrace",6442
"5995","Kangaroo Island CSC - Penneshaw","Community Managed CCCs","Penneshaw","SA","5222",137.932463,-35.72012,"Howard Drive",6443
"6034","Carol Murray Children's Centre CC","Community Managed CCCs","Bordertown","SA","5268",140.765457,-36.310996,"1 Dinning Terrace",6461
"6430","Minya Bunhii Child Care","Community Managed CCCs","Ceduna","SA","5690",133.66956082,-32.13883041,"1 Kelly Street",6703
"6542","Waikerie Children's Centre CC","Community Managed CCCs","Waikerie","SA","5330",139.985018,-34.176761,"16 Marks Terrace",6758
"6701","Toy Box Community CCC","Community Managed CCCs","Port Lincoln","SA","5606",135.847624,-34.723143,"46 New West Road",6878
"6703","Ceduna Community Children's Centre","Community Managed CCCs","Ceduna","SA","5690",133.676133,-32.123828,"1 Merghiny Drive",6880
"6705","Balaklava Community Chn Ctr CC","Community Managed CCCs","Balaklava","SA","5461",138.413724,-34.147754,"15 Scotland Street",6882
"6707","Port Pirie Child Care Centre","Community Managed CCCs","Port Pirie","SA","5540",138.002575,-33.181882,"First Street",6884
"6709","Roxby Downs Child Care Centre","Community Managed CCCs","Roxby Downs","SA","5725",136.895971,-30.561293,"Richardson Place",6886
"6720","Berri Regional Child Care Centre Inc","Community Managed CCCs","Berri","SA","5343",140.600328,-34.281667,"1B Fiedler Street",6892
"6721","Loxton District Children's Centre","Community Managed CCCs","Loxton","SA","5333",140.572108,-34.453948,"Pyap Street",6893
"7009","McKay Children's Centre CC","Community Managed CCCs","Penola","SA","5277",140.832933,-37.37969,"7 Scott Street",7067
"9744","Port Lincoln Children's Centre CCC","Community Managed CCCs","Port Lincoln","SA","5606",135.868024,-34.733503,"80 St Andrews Terrace",8209
"0640","Hallett Cove School","Primary/Secondary Schools","Hallett Cove","SA","5158",138.511116,-35.075965,"2-32 Gledsdale Road",894
"0641","Seaford Secondary College","Primary/Secondary Schools","Seaford","SA","5169",138.482221,-35.187173,"Lynton Terrace",896
"0773","Clare High School","Primary/Secondary Schools","Clare","SA","5453",138.596522,-33.822384,"Elliot Street",1022
"0774","Gawler and District College B-12","Primary/Secondary Schools","Evanston","SA","5116",138.736184,-34.619476,"Barnet Road",1024
"0778","Kadina Memorial School","Primary/Secondary Schools","Kadina","SA","5554",137.71018267,-33.96001728,"5 Doswell Terrace",1031
"0796","Eastern Fleurieu Strath 7-12 Campus","Primary/Secondary Schools","Strathalbyn","SA","5255",138.903269,-35.258179,"11 Callington Road",1056
"0906","Windsor Gardens B-12","Primary/Secondary Schools","Windsor Gardens","SA","5087",138.657925,-34.860757,"McKay Avenue",1125
"0907","Plympton International College","Primary/Secondary Schools","Plympton","SA","5038",138.547829,-34.964442,"21A Errington Street",1126
"0908","Ocean View P-12 College","Primary/Secondary Schools","Taperoo","SA","5017",138.493484,-34.803361,"Gedville Road",1128
"1028","Charles Campbell College","Primary/Secondary Schools","Paradise","SA","5075",138.674133,-34.87403,"3 Campbell Road",1280
"1099","Paralowie School","Primary/Secondary Schools","Paralowie","SA","5108",138.621394,-34.753406,"Whites Road",1387
"1430","The Heights School","Primary/Secondary Schools","Modbury Heights","SA","5092",138.682448,-34.81146,"Brunel Drive",1874
"1884","Eastern Fleurieu R-12 School","Primary/Secondary Schools","Strathalbyn","SA","5255",138.903269,-35.258179,"11 Callington Road",2751
"1900","Mark Oliphant College (B-12)","Primary/Secondary Schools","Munno Para","SA","5115",138.683575,-34.665475,"99 Douglas Drive",2796
"1907","Reynella East College","Primary/Secondary Schools","Reynella East","SA","5161",138.556465,-35.090666,"63 Malbeck Drive",2820
"5463","Pinnacle College - Eliz East Campus","Primary/Secondary Schools","Elizabeth East","SA","5112",138.677818,-34.721292,"10 Anderson Street",6031
"6015","St Michael's College: Jnr School","Primary/Secondary Schools","Beverley","SA","5009",138.550988,-34.899607,"78 East Avenue",6453
"8003","Heritage College Inc","Primary/Secondary Schools","Oakden","SA","5086",138.640961,-34.852293,"2-10 Heritage Court",7305
"8004","Crossways Lutheran School","Primary/Secondary Schools","Ceduna","SA","5690",133.677468,-32.1357,"4 Smith Road",7306
"8008","Temple Christian College - Mile End","Primary/Secondary Schools","Mile End","SA","5031",138.578292,-34.922906,"2 Henley Beach Road",7311
"8010","Concordia College","Primary/Secondary Schools","Highgate","SA","5063",138.617824,-34.95978,"24 Winchester Street",7314
"8013","Tyndale Christian Sch - Strathalbyn","Primary/Secondary Schools","Strathalbyn","SA","5255",138.898177,-35.254535,"28 East Terrace",7317
"8014","Woodcroft College Inc","Primary/Secondary Schools","Morphett Vale","SA","5162",138.543758,-35.113393,"143-173 Bains Road",7318
"8016","Southern Montessori School","Primary/Secondary Schools","O'Sullivan Beach","SA","5166",138.478372,-35.124794,"53 Galloway Road",7320
"8028","Immanuel College","Primary/Secondary Schools","Novar Gardens","SA","5040",138.534418,-34.970799,"32 Morphett Road",7330
"8029","Sth Vales Christian Coll - Aldinga","Primary/Secondary Schools","Aldinga","SA","5173",138.46883853,-35.28124818,"240 Aldinga Beach Road",7331
"8032","Cedar College","Primary/Secondary Schools","Northgate","SA","5085",138.634123,-34.854743,"215-233 Fosters Road",7335
"8033","St Columba College","Primary/Secondary Schools","Andrews Farm","SA","5114",138.666327,-34.671497,"President Avenue",7336
"8037","Temple Christian Coll-Bethany Campus","Primary/Secondary Schools","Paralowie","SA","5108",138.606013,-34.760891,"17 Countess Street",7339
"8048","Samaritan College","Primary/Secondary Schools","Whyalla","SA","5600",137.552749,-33.023215,"70 Gowrie Avenue",7348
"8050","Seymour College","Primary/Secondary Schools","Glen Osmond","SA","5064",138.648419,-34.95649,"546 Portrush Road",7350
"8052","Prince Alfred College","Primary/Secondary Schools","Kent Town","SA","5067",138.618883,-34.922791,"23 Dequetteville Terrace",7351
"8053","Pulteney Grammar School","Primary/Secondary Schools","Adelaide","SA","5000",138.602863,-34.934953,"190 South Terrace",7352
"8072","St Peter's College","Primary/Secondary Schools","St Peters","SA","5069",138.617231,-34.913432,"57 Hackney Road",7356
"8073","St Peter's Collegiate Girls' School","Primary/Secondary Schools","Stonyfell","SA","5066",138.669346,-34.929856,"Stonyfell Road",7358
"8074","Scotch College","Primary/Secondary Schools","Torrens Park","SA","5062",138.615793,-34.982217,"Carruth Road",7359
"8090","Walford Anglican School for Girls","Primary/Secondary Schools","Hyde Park","SA","5061",138.60769,-34.959043,"316 Unley Road",7361
"8091","Westminster School","Primary/Secondary Schools","Marion","SA","5043",138.551278,-35.002781,"1-27 Alison Avenue",7362
"8092","Wilderness School","Primary/Secondary Schools","Medindie","SA","5081",138.60871,-34.898324,"30 Hawkers Road",7363
"8163","Willunga Waldorf School","Primary/Secondary Schools","Willunga","SA","5172",138.542595,-35.269077,"1 Jay Drive",7425
"8164","Trinity College South School","Primary/Secondary Schools","Evanston South","SA","5116",138.732586,-34.633164,"Greening Drive",7427
"8165","Trinity College Blakeview School","Primary/Secondary Schools","Blakeview","SA","5114",138.699208,-34.689657,"Jamieson Road",7429
"8200","Harvest Christian School","Primary/Secondary Schools","Kadina","SA","5554",137.706047,-33.958753,"George Street",7459
"8202","Trinity College Gawler River School","Primary/Secondary Schools","Angle Vale","SA","5117",138.647724,-34.638334,"66-68 Heaslip Road",7463
"8205","Blackfriars Priory School","Primary/Secondary Schools","Prospect","SA","5082",138.596285,-34.894893,"17 Prospect Road",7467
"8210","Christian Brothers' College - Senior","Primary/Secondary Schools","Adelaide","SA","5000",138.609268,-34.927701,"214 Wakefield Street",7474
"8244","The Hills Christian Community School","Primary/Secondary Schools","Balhannah","SA","5242",138.837232,-34.988726,"154 Main Street",7517
"8249","Southern Montessori School -Middle Y","Primary/Secondary Schools","O'Sullivan Beach","SA","5166",138.47313097,-35.11723509,"12 Baden Tce",7525
"8250","Loreto College","Primary/Secondary Schools","Marryatville","SA","5068",138.642567,-34.928268,"316 Portrush Road",7528
"8252","Trinity Coll Central Administration","Primary/Secondary Schools","Evanston South","SA","5116",138.732586,-34.633164,"Alexander Avenue",7532
"8259","Seaview Christian College","Primary/Secondary Schools","Port Augusta","SA","5700",137.782456,-32.501446,"56 Seaview Road",7538
"8260","Tenison Woods College","Primary/Secondary Schools","Mount Gambier","SA","5290",140.755522,-37.828633,"Shepherdson Road",7541
"8264","Marymount College","Primary/Secondary Schools","Hove","SA","5048",138.520096,-35.012228,"8 Colton Avenue",7548
"8266","Mercedes College","Primary/Secondary Schools","Springfield","SA","5062",138.628444,-34.976291,"540 Fullarton Road",7552
"8296","Rostrevor College","Primary/Secondary Schools","Woodforde","SA","5072",138.685921,-34.901547,"67-91 Glen Stuart Road",7587
"8301","Sacred Heart College","Primary/Secondary Schools","Somerton Park","SA","5044",138.520225,-34.995612,"195-235 Brighton Road",7593
"8309","St George College","Primary/Secondary Schools","Mile End","SA","5031",138.570158,-34.922763,"75 Rose Street",7596
"8311","St Aloysius College","Primary/Secondary Schools","Adelaide","SA","5000",138.60295,-34.928958,"53 Wakefield Street",7598
"8313","St Dominic's Priory College","Primary/Secondary Schools","North Adelaide","SA","5006",138.586044,-34.908848,"139 Molesworth Street",7599
"8314","Saint Ignatius' College","Primary/Secondary Schools","Athelstone","SA","5076",138.696231,-34.877371,"2 Manresa Court",7601
"8333","St Joseph's School - Port Lincoln","Primary/Secondary Schools","Port Lincoln","SA","5606",135.855566,-34.726268,"14 Mortlock Terrace",7612
"8337","Trinity College North School","Primary/Secondary Schools","Evanston South","SA","5116",138.732586,-34.633164,"Alexander Avenue",7618
"8359","St Martins Lutheran College","Primary/Secondary Schools","Mount Gambier","SA","5290",140.797526,-37.820183,"3 St Martins Drive",7630
"8360","St Mark's College","Primary/Secondary Schools","Port Pirie","SA","5540",138.004723,-33.205367,"455 The Terrace",7633
"8361","Cabra Dominican College","Primary/Secondary Schools","Cumberland Park","SA","5041",138.587461,-34.968425,"225 Cross Road",7634
"8362","St Mary's College","Primary/Secondary Schools","Adelaide","SA","5000",138.588919,-34.928123,"253 Franklin Street",7636
"8364","St Paul's College","Primary/Secondary Schools","Gilles Plains","SA","5086",138.654886,-34.847225,"792 Grand Junction Road",7638
"8369","Mount Barker Waldorf School","Primary/Secondary Schools","Mount Barker","SA","5251",138.877927,-35.082635,"27 Sims Road",7641
"8371","Sacred Heart College Middle School","Primary/Secondary Schools","Mitchell Park","SA","5043",138.564845,-34.997466,"28 Percy Avenue",7646
"8373","Saint Michael's College","Primary/Secondary Schools","Henley Beach","SA","5022",138.503238,-34.915595,"15 Mitton Avenue",7650
"8374","Pembroke School","Primary/Secondary Schools","Kensington Park","SA","5068",138.650405,-34.921003,"342 The Parade",7652
"8386","Portside Christian College","Primary/Secondary Schools","New Port","SA","5015",138.49542,-34.851203,"1 Causeway Road",7662
"8387","Sunrise Chrstn Schl:Mrn Campus","Primary/Secondary Schools","Marion","SA","5043",138.557225,-35.016502,"284-288 Sturt Road",7664
"8390","Prescott College Southern","Primary/Secondary Schools","Morphett Vale","SA","5162",138.542725,-35.105085,"140 Pimpala Road",7667
"8393","Unity College Inc","Primary/Secondary Schools","Murray Bridge","SA","5253",139.287723,-35.146367,"45 Owl Drive",7671
"8405","Emmaus Christian College","Primary/Secondary Schools","South Plympton","SA","5038",138.558604,-34.971118,"7 Lynton Avenue",7690
"8411","Torrens Valley Christian School","Primary/Secondary Schools","Hope Valley","SA","5090",138.700797,-34.842243,"1227 Grand Junction Road",7700
"8418","Southern Vales Christian College","Primary/Secondary Schools","Morphett Vale","SA","5162",138.53609,-35.112432,"140 States Road",7709
"8421","King's Baptist Grammar School","Primary/Secondary Schools","Wynn Vale","SA","5127",138.677022,-34.798905,"3 Keithcot Farm Drive",7716
"8422","The Hills Montessori School","Primary/Secondary Schools","Aldgate","SA","5154",138.748722,-35.012925,"12 Anderson Road",7719
"8423","Hope Christian College","Primary/Secondary Schools","Craigmore","SA","5114",138.705656,-34.70737,"213 Yorktown Road",7722
"8425","Navigator College","Primary/Secondary Schools","Port Lincoln","SA","5606",135.86005492,-34.74341301,"61 Windsor Avenue",7726
"8439","Tyndale Christian School","Primary/Secondary Schools","Salisbury East","SA","5109",138.669055,-34.774475,"50 Fern Grove Boulevard",7739
"8454","Pedare Christian College","Primary/Secondary Schools","Golden Grove","SA","5125",138.692699,-34.794688,"2-30 Surrey Farm Drive",7753
"8496","Horizon Christian School","Primary/Secondary Schools","Balaklava","SA","5461",138.41536663,-34.15393589,"21 Gwy Terrace",7808
"8497","Meridian School","Primary/Secondary Schools","Aberfoyle Park","SA","5159",138.590231,-35.074578,"6 Park Avenue",7810
"8498","Tatachilla Lutheran College","Primary/Secondary Schools","McLaren Vale","SA","5171",138.522232,-35.220615,"211 Tatachilla Road",7812
"8500","Islamic College of South Australia","Primary/Secondary Schools","West Croydon","SA","5008",138.563822,-34.892168,"22A Cedar Avenue",7817
"9001","St John's Grammar School","Primary/Secondary Schools","Belair","SA","5052",138.61999946,-35.00140899,"29 Gloucester Avenue",8087
"9012","Encounter Lutheran College","Primary/Secondary Schools","Victor Harbor","SA","5211",138.636404,-35.527525,"64 Adelaide Road",8095
"9033","Nazareth Catholic College","Primary/Secondary Schools","Findon","SA","5023",138.53343,-34.894672,"176 Crittenden Road",8112
"9039","Mid North Christian College","Primary/Secondary Schools","Port Pirie","SA","5540",137.988854,-33.20932,"43 Port Davis Road",8116
"9043","Pinnacle College","Primary/Secondary Schools","Gilles Plains","SA","5086",138.66009951,-34.8471481,"52-56 Wandana Avenue",8120
"9046","St Francis de Sales College","Primary/Secondary Schools","Mount Barker","SA","5251",138.86848706,-35.06856579,"8 Dutton Road",8122
"9122","Caritas College","Primary/Secondary Schools","Port Augusta West","SA","5700",137.75031,-32.484202,"Woodforde Street",8165
"9402","Sunrise Christian School","Primary/Secondary Schools","Mile End","SA","5031",138.57888588,-34.9229115,"Suite 6, 2-4 Henley Beach Road",8193
"9406","Investigator College - Goolwa Campus","Primary/Secondary Schools","Goolwa","SA","5214",138.77628,-35.494886,"2 Glendale Grove",8195
"9412","Investigator College Vic Harbor Camp","Primary/Secondary Schools","Victor Harbor","SA","5211",138.599221,-35.555043,"Bacchus Road",8196
"4147","Surrey Downs Occasional Care","Occasional Care in Preschools","Surrey Downs","SA","5126",138.710827,-34.801051,"6 Zanoni Crescent",4768
"5341","Westport Preschool Occasional Care","Occasional Care in Preschools","Semaphore Park","SA","5019",138.491357,-34.855142,"53 West Street",5848
"5344","Adelaide Miethke Kgn Occ Care","Occasional Care in Preschools","Woodville South","SA","5011",138.537473,-34.884874,"Cnr Oval & Cedar Avenues",5851
"5412","Mt Gambier Children's Ctr Occ Care","Occasional Care in Preschools","Mount Gambier","SA","5290",140.760307,-37.811741,"Mulga Street",5942
"5413","Elizabeth North CPC Occasional Care","Occasional Care in Preschools","Elizabeth North","SA","5113",138.673909,-34.703178,"141 Woodford Road",5943
"5421","Parafield Gardens Chn's Ctr Occ Care","Occasional Care in Preschools","Parafield Gardens","SA","5107",138.616383,-34.785192,"9 Casuarina Drive",5955
